Theft_Status,Occurrence_Hour,Premises_Type,Bike_Cost,Region
1,12,House,600,Midtown
1,11,Outside,400,Midtown
0,0,House,700,Downtown
1,0,House,2500,Downtown
1,0,House,1000,Downtown
1,23,House,379,Toronto
1,22,Outside,250,Downtown
1,21,Educational,350,Scarborough
1,15,Other,750,Midtown
1,22,Commercial,500,Toronto
1,9,House,3500,North York
1,19,Educational,230,Downtown
1,7,Outside,0,Downtown
1,23,Commercial,300,Downtown
1,13,Commercial,1999,Downtown
1,19,Commercial,2500,Downtown
1,4,Other,1099,Downtown
1,13,Commercial,640,Downtown
1,4,Other,700,Downtown
1,16,Apartment,1000,Downtown
1,11,Apartment,600,Toronto
1,7,Outside,650,Toronto
1,16,Outside,0,Downtown
1,3,Apartment,1000,Downtown
1,23,Apartment,829,Scarborough
1,14,House,300,Scarborough
1,14,Outside,0,Downtown
1,14,Outside,700,Downtown
1,9,Apartment,0,Downtown
1,0,Apartment,0,Downtown
1,20,Apartment,1000,Toronto
1,20,Apartment,700,Toronto
1,6,Other,1800,Downtown
1,0,Outside,0,Toronto
1,14,House,500,Downtown
1,19,Other,278,Downtown
1,14,Apartment,0,Midtown
1,17,Educational,90,Downtown
1,17,House,150,Scarborough
1,17,House,150,Scarborough
1,18,Educational,200,Downtown
1,20,Outside,1200,Toronto
1,19,Outside,400,Downtown
1,18,Apartment,600,Downtown
1,13,House,350,Scarborough
1,8,Educational,399.989990234375,Downtown
1,16,Commercial,1500,Midtown
1,0,Outside,0,Downtown
1,18,Apartment,3050,Downtown
1,16,Outside,7000,Midtown
1,18,House,150,Downtown
1,9,Outside,900,Downtown
1,2,Other,1000,Scarborough
1,18,Commercial,759,Downtown
1,12,Outside,250,Downtown
1,6,Apartment,700,Downtown
1,4,Outside,1300,Toronto
1,13,Outside,500,Toronto
1,21,Outside,350,North York
1,14,Outside,1300,Downtown
1,20,Outside,50,Scarborough
0,6,House,100,Scarborough
1,23,Outside,2000,Downtown
1,10,Outside,150,Downtown
1,10,Outside,180,Downtown
1,12,Commercial,649,North York
1,21,Apartment,600,Midtown
1,12,Commercial,675,North York
1,10,Outside,1000,Downtown
1,19,Other,320,Downtown
1,1,House,500,Downtown
1,20,House,2100,Toronto
1,18,Outside,300,Downtown
1,9,Outside,300,Downtown
1,23,Outside,460,Downtown
1,10,Commercial,670,North York
1,14,Other,150,North York
1,10,Commercial,670,North York
1,14,Educational,545.950012207031,Downtown
1,10,Outside,300,Downtown
1,19,House,900,Midtown
1,3,Apartment,250,Downtown
1,16,Apartment,350,Downtown
1,16,Outside,499.989990234375,Midtown
1,16,Other,500,Downtown
1,18,Other,500,Toronto
1,18,Other,500,Toronto
1,0,Other,620,Downtown
1,14,Outside,300,North York
1,10,Apartment,1200,Downtown
0,11,House,130,Downtown
1,23,Apartment,789.869995117188,Downtown
1,19,Commercial,700,Downtown
1,0,Outside,750,Toronto
1,14,Apartment,0,Downtown
1,14,Apartment,0,Downtown
1,21,Outside,1000,Toronto
1,17,Apartment,650,Downtown
1,17,Apartment,325,Downtown
1,12,House,3500,Downtown
1,8,Other,320,Downtown
1,9,House,250,Scarborough
1,5,Outside,300,Downtown
1,22,House,800,Midtown
1,20,Apartment,800,Downtown
1,17,House,150,Scarborough
1,12,Educational,500,Downtown
1,18,Outside,599,Downtown
1,10,House,700,Downtown
1,11,Other,0,Toronto
1,7,Other,350,Downtown
1,16,Educational,1800,Toronto
1,10,Outside,134,North York
1,17,Transit,1000,North York
1,9,Apartment,620,Toronto
1,22,Other,4500,Toronto
1,20,Outside,250,Downtown
1,14,Outside,400,Toronto
1,18,House,1299.98999023438,Toronto
1,23,Apartment,500,Downtown
1,12,House,600,Midtown
1,7,Educational,1000,Downtown
1,9,Outside,500,Downtown
1,10,Educational,490,Downtown
1,14,Outside,1253.68005371094,Downtown
1,19,Other,500,Scarborough
1,16,Outside,232,North York
1,14,Outside,800,North York
1,22,Commercial,400,Toronto
1,8,Educational,300,Midtown
1,23,Commercial,400,Downtown
1,9,Educational,1189.98999023438,Downtown
1,20,Commercial,500,Downtown
1,23,House,500,Downtown
1,18,Educational,300,Downtown
1,23,House,1000,Midtown
1,17,Educational,600,Downtown
1,19,Outside,400,Downtown
1,12,Educational,550,North York
1,16,Outside,300,Downtown
1,15,House,550,Scarborough
1,21,Outside,1000,Scarborough
1,1,Commercial,700,Downtown
1,18,Educational,1700,Downtown
1,17,Educational,400,Downtown
1,13,House,2500,Downtown
1,19,House,1500,Downtown
1,15,Other,500,Downtown
1,9,Outside,500,Downtown
1,9,Outside,500,Downtown
1,8,Outside,1250,Downtown
1,0,Apartment,800,North York
1,13,Outside,0,Downtown
1,18,House,450,Downtown
1,1,Apartment,600,Downtown
1,4,Other,2000,Midtown
1,1,Apartment,500,Downtown
1,18,Apartment,500,Downtown
1,16,Commercial,700,Midtown
1,5,House,1100,Midtown
1,20,Apartment,150,Downtown
1,9,Educational,60,Downtown
1,17,Educational,400,Downtown
1,1,House,527,Midtown
1,5,House,800,Midtown
1,12,Outside,350,Downtown
1,13,Outside,500,Downtown
1,9,Outside,20,Downtown
1,7,House,890,Toronto
1,9,Outside,150,Downtown
1,15,Transit,750,Toronto
1,19,Outside,620,Downtown
1,16,House,500,Midtown
1,18,Outside,750,Toronto
1,23,Outside,400,Downtown
1,14,Educational,250,Scarborough
1,8,Other,800,Downtown
1,16,Other,180,Downtown
1,16,Educational,575,Downtown
1,19,Educational,529.989990234375,Downtown
1,18,Apartment,1000,Downtown
1,20,Other,250,Downtown
1,20,Other,300,Downtown
1,20,Other,130,Downtown
1,20,Other,180,Downtown
1,20,Other,300,Downtown
1,23,Outside,400,Downtown
1,16,Outside,500,Downtown
1,20,Other,220,Downtown
1,8,Transit,700,Midtown
1,12,Commercial,1500,Scarborough
1,9,Commercial,0,Downtown
1,1,Commercial,200,Downtown
1,20,Outside,0,Downtown
1,9,Educational,260,Downtown
1,23,Commercial,600,Downtown
1,9,Educational,429.369995117188,Downtown
1,17,Outside,200,Downtown
0,18,Commercial,1200,Scarborough
1,20,Commercial,2000,Downtown
1,20,House,400,Downtown
1,21,Educational,2500,Downtown
1,2,Educational,500,Downtown
1,0,Other,4000,Midtown
1,19,Outside,800,Downtown
1,23,House,120,Downtown
1,15,Other,600,Toronto
1,15,Other,700,Toronto
1,23,Educational,1000,Downtown
1,9,Outside,399,Downtown
1,15,Other,150,Toronto
1,18,Educational,738.570007324219,Downtown
1,0,House,3500,Scarborough
1,18,Outside,1300,Downtown
1,0,House,1000,Scarborough
1,15,Educational,150,Scarborough
1,11,Outside,1500,Downtown
1,15,Educational,589.989990234375,Midtown
1,15,House,3000,Midtown
1,19,House,130,Downtown
1,21,House,900,Downtown
1,9,Outside,700,Downtown
1,6,Outside,200,Midtown
1,18,Educational,550,Downtown
1,19,Outside,700,Downtown
1,1,Apartment,700,Downtown
1,12,Outside,225,Toronto
1,16,House,800,Midtown
1,1,Apartment,650,Downtown
1,8,Outside,300,Downtown
1,9,Commercial,500,Downtown
1,9,Outside,450,Downtown
1,3,Outside,1000,Toronto
1,12,Educational,200,Downtown
1,13,House,300,Downtown
1,11,Commercial,100,Downtown
1,22,House,300,Downtown
1,21,Outside,1600,Downtown
1,16,Outside,1000,Downtown
1,13,House,1700,Midtown
1,17,Outside,3000,Downtown
1,9,Commercial,400,Downtown
1,9,Other,120,Downtown
1,12,Educational,1500,Scarborough
1,20,House,2700,Downtown
1,16,House,500,Midtown
1,3,Apartment,500,Downtown
1,10,Educational,600,Scarborough
1,23,House,1600,Downtown
1,12,Outside,400,Downtown
1,8,Educational,500,Toronto
1,9,Outside,1850,Downtown
1,11,Apartment,700,North York
1,5,Educational,500,Downtown
1,17,Other,2000,Midtown
1,11,Educational,600,Downtown
1,9,Other,600,Downtown
1,23,House,450,Downtown
1,16,Outside,1200,Downtown
1,11,Other,250,Downtown
1,18,Other,900,Scarborough
1,11,Commercial,300,Downtown
1,11,Apartment,2400,Downtown
1,13,Educational,200,Scarborough
1,16,Commercial,1500,Midtown
1,18,Commercial,1500,Downtown
1,18,House,650,Downtown
1,14,Educational,300,Toronto
1,5,Apartment,1200,Downtown
1,17,House,600,Toronto
1,16,Educational,400,Downtown
1,12,Outside,700,Downtown
1,12,Educational,3000,Toronto
1,13,Outside,1000,Downtown
1,22,House,200,Downtown
1,18,Commercial,1000,Downtown
1,22,Educational,215,Downtown
0,11,Commercial,1000,Downtown
1,13,House,669.989990234375,Toronto
1,12,House,300,Downtown
1,9,Educational,200,Downtown
0,13,Educational,500,Downtown
1,0,Educational,385,Downtown
1,21,Educational,600,Downtown
1,16,Outside,380,Toronto
1,18,Educational,80,Downtown
1,0,Apartment,0,Toronto
1,17,Commercial,999.989990234375,Midtown
1,7,Commercial,400,Scarborough
1,18,House,800,Toronto
1,19,Outside,700,Toronto
1,14,Educational,1200,Downtown
1,20,Other,500,Toronto
1,14,Outside,1595.83996582031,Downtown
1,20,Other,500,Toronto
1,15,Apartment,800,Midtown
1,19,Outside,790,Downtown
1,14,Educational,200,Downtown
1,8,Outside,520,Downtown
1,16,House,700,Downtown
1,0,Other,2000,Downtown
1,16,House,52.5,Downtown
1,15,Educational,200,Scarborough
1,11,Educational,200,Downtown
1,20,Other,400,Downtown
1,15,Outside,450,Scarborough
1,2,Outside,200,Downtown
1,14,Outside,549,Toronto
1,14,Outside,449,Toronto
1,15,Educational,400,Downtown
1,20,Commercial,1000,Downtown
1,17,Apartment,600,Toronto
1,17,Apartment,879,Downtown
1,12,Educational,300,Downtown
1,0,Other,5000,Downtown
1,22,House,700,Downtown
1,16,Outside,375,Toronto
1,15,Educational,500,Downtown
1,9,Other,700,Toronto
1,19,Apartment,400,Toronto
1,16,Commercial,535,Downtown
1,12,House,950,Downtown
1,18,Apartment,700,Toronto
1,11,House,450,Downtown
1,8,House,900,Scarborough
1,10,Outside,1000,Midtown
1,20,Transit,240,Downtown
1,18,Commercial,200,Downtown
1,17,Commercial,500,Downtown
1,9,House,800,Toronto
1,22,House,2250,Downtown
1,21,Commercial,0,Downtown
1,17,Outside,1000,Downtown
1,18,Apartment,750,Downtown
1,13,Outside,3000,Downtown
1,10,Educational,450,Downtown
1,23,Apartment,1600,Downtown
1,12,Other,2000,Scarborough
1,10,Other,0,Downtown
1,19,Outside,1100,Downtown
1,18,Other,500,Midtown
1,12,Educational,600,Downtown
1,9,Apartment,350,Downtown
1,18,Outside,300,Downtown
1,20,Commercial,500,Downtown
1,8,Commercial,400,Downtown
0,20,Commercial,500,Downtown
1,18,Outside,500,Downtown
1,11,House,300,Toronto
1,9,Other,2500,Toronto
1,19,Apartment,1500,Downtown
1,15,Apartment,700,Downtown
1,17,Apartment,300,Downtown
1,13,House,1300,Scarborough
1,17,Commercial,2500,Downtown
1,16,Outside,900,Downtown
1,17,Outside,750,Toronto
1,0,Commercial,565,Toronto
1,9,Outside,500,Downtown
1,17,House,3000,Downtown
1,22,House,1130.18994140625,Downtown
1,8,Educational,600,Toronto
1,20,Apartment,750,Downtown
1,17,Educational,1200,Downtown
1,18,House,800,Toronto
1,3,Outside,1599,Downtown
1,19,Outside,1000,Downtown
1,8,Educational,500,Toronto
1,15,Other,599,Downtown
1,11,Outside,500,Downtown
1,21,House,500,Midtown
1,12,Outside,2000,Scarborough
1,18,Outside,3500,Scarborough
1,21,House,1200,Downtown
1,12,House,0,Toronto
1,8,Educational,1300,Downtown
1,2,Outside,200,Downtown
1,20,Commercial,1800,Downtown
1,6,Outside,600,North York
1,7,Commercial,1500,North York
1,17,Outside,0,Downtown
1,0,House,800,Midtown
1,13,Outside,450,Downtown
0,20,Apartment,299,Scarborough
1,12,Outside,1350,Downtown
1,12,Other,1500,Midtown
1,16,Apartment,250,North York
1,12,Other,700,Midtown
1,17,Apartment,650,Downtown
1,16,Other,500,Toronto
1,12,Other,1500,Midtown
1,7,Outside,198,Downtown
1,7,Outside,198,Downtown
1,11,Outside,600,Toronto
1,14,Commercial,800,Downtown
1,9,Educational,900,Downtown
1,23,Outside,700,Downtown
1,3,Other,350,Toronto
1,23,Outside,0,Downtown
1,15,Educational,1100,Downtown
1,23,Outside,950,Toronto
1,9,Outside,600,Downtown
1,0,Apartment,600,Scarborough
1,18,Outside,400,Downtown
1,16,Outside,3700,Downtown
1,23,Outside,200,Downtown
1,16,Outside,499,Downtown
1,10,House,800,Toronto
1,0,House,150,Toronto
1,0,House,150,Toronto
1,0,House,250,Toronto
1,23,House,480,Toronto
1,17,Other,675,Downtown
1,10,Apartment,600,Downtown
1,10,Apartment,1400,Downtown
1,16,Commercial,2300,Downtown
1,21,Outside,800,Downtown
1,11,Outside,350,Downtown
1,7,Outside,1000,Downtown
1,0,Other,500,Downtown
1,14,Outside,500,North York
1,2,House,650,Downtown
1,16,Apartment,300,Downtown
1,12,Apartment,1229,Downtown
1,3,Outside,650,Downtown
1,21,House,2000,Toronto
1,12,Apartment,1400,Downtown
1,19,Outside,700,Toronto
1,0,House,0,Midtown
1,13,Commercial,3500,Downtown
1,15,Commercial,4000,Downtown
1,17,Apartment,1700,Downtown
1,21,House,50,Downtown
1,15,Commercial,4500,Downtown
1,18,Other,519,Toronto
1,3,Outside,2000,Scarborough
1,11,House,575,Downtown
1,13,Commercial,548.969970703125,North York
1,19,Other,600,Downtown
1,14,Educational,1000,Downtown
1,9,Outside,550,Downtown
1,17,Apartment,300,Scarborough
1,12,Commercial,200,Downtown
1,18,Educational,350,Downtown
1,12,Outside,1600,Downtown
1,21,Educational,100,Downtown
1,22,Commercial,0,Downtown
1,12,Educational,200,Scarborough
1,8,Transit,400,North York
1,23,House,800,Downtown
1,17,Outside,2000,Toronto
1,13,Outside,850.940002441406,Downtown
1,13,Apartment,2000,Downtown
1,19,Apartment,1300,Toronto
1,0,Apartment,900,Downtown
1,23,House,300,Toronto
1,11,House,0,Downtown
1,14,Outside,700,North York
1,14,Outside,700,North York
1,14,Outside,700,North York
1,17,Outside,2500,Downtown
1,9,Other,274.989990234375,Downtown
1,22,Other,2500,Midtown
1,14,House,0,Downtown
1,6,Outside,800,Toronto
1,6,Outside,565,Toronto
1,12,Educational,580,Downtown
1,0,Commercial,450,North York
1,14,Outside,1000,Downtown
1,15,Outside,1200,Downtown
1,20,Commercial,300,Scarborough
1,17,Apartment,1200,Downtown
1,21,House,900,Scarborough
1,11,Outside,200,Downtown
1,21,House,300,Scarborough
1,15,Outside,300,Downtown
1,12,Educational,0,Toronto
1,0,Outside,250,Downtown
0,22,House,550,Midtown
1,22,House,950,Midtown
1,15,Other,500,Toronto
1,22,Apartment,100,Downtown
1,10,Educational,450,Scarborough
1,11,Commercial,400,North York
1,3,House,250,Downtown
1,3,House,800,Downtown
1,19,House,500,Downtown
1,19,Outside,200,Midtown
1,21,Commercial,1000,Downtown
1,21,Outside,1200,Downtown
1,22,Outside,500,Downtown
1,21,Outside,1200,Downtown
1,21,Outside,800,Downtown
1,14,Outside,350,Downtown
1,16,Outside,800,North York
1,16,Apartment,800,North York
1,13,Educational,500,Midtown
1,16,Outside,700,Downtown
1,9,Outside,2000,Downtown
1,20,Outside,999.989990234375,Downtown
1,0,House,1800,Midtown
1,22,House,595,Midtown
1,11,Educational,500,Downtown
1,22,House,675,Midtown
1,15,House,300,Downtown
1,22,Outside,800,Downtown
1,12,House,2500,North York
1,13,Outside,600,North York
1,0,House,700,Downtown
1,13,Apartment,700,North York
1,15,Outside,300,Midtown
1,8,Outside,2300,Downtown
1,13,Apartment,700,North York
1,13,Commercial,644.640014648438,North York
1,4,Apartment,399.989990234375,North York
1,16,Outside,1100,Downtown
1,8,Apartment,1500,Downtown
1,13,Educational,0,Downtown
1,9,Outside,180,Downtown
1,14,Apartment,1500,Downtown
1,16,Apartment,672.349975585938,Downtown
1,22,Apartment,450,Toronto
1,20,House,150,Scarborough
1,20,House,100,Scarborough
1,17,Outside,800,North York
1,0,Apartment,300,Downtown
1,18,Commercial,1100,Downtown
1,12,Commercial,750,North York
1,18,Commercial,1500,Downtown
1,19,Other,800,Downtown
1,16,Outside,800,Downtown
1,19,Outside,1540,Downtown
1,15,Outside,200,Downtown
1,8,Educational,406,Downtown
1,17,Commercial,499,Toronto
1,14,Apartment,350,Downtown
1,15,Outside,240,Downtown
1,15,Apartment,1000,Downtown
1,8,House,150,Scarborough
1,21,Educational,50,Downtown
1,8,House,100,Scarborough
1,13,Outside,2215,Downtown
1,11,Outside,1300,Downtown
1,1,Apartment,500,Downtown
1,20,Apartment,1235.5,Downtown
1,13,Commercial,300,Scarborough
1,12,Outside,550,North York
1,18,Other,200,Toronto
1,19,House,2500,Toronto
1,15,Other,100,Scarborough
1,12,Educational,1300,Downtown
1,9,Educational,200,Downtown
1,0,Commercial,729.989990234375,Downtown
1,12,Educational,550,Downtown
1,14,Commercial,500,North York
1,15,Outside,800,North York
1,1,House,450,Toronto
1,19,House,600,Toronto
1,21,Outside,850,Toronto
1,11,Other,1500,Downtown
1,23,Outside,100,Downtown
1,23,Apartment,400,Downtown
1,7,Other,700,Downtown
1,0,House,300,Downtown
1,17,Other,1120,Downtown
1,0,Other,750,Downtown
1,15,Outside,0,North York
1,17,Apartment,200,Downtown
1,16,Outside,271,Downtown
1,14,Outside,489,Downtown
1,15,Outside,1200,Downtown
1,18,House,1000,Toronto
0,15,Apartment,800,Midtown
1,17,Commercial,600,Downtown
1,2,House,20,Midtown
1,0,House,800,Midtown
1,0,Other,500,Midtown
1,12,Other,600,Downtown
1,1,Outside,600,Downtown
1,18,Apartment,699,Downtown
1,10,Outside,100,Downtown
1,21,Other,699,North York
1,19,House,1600,Downtown
1,21,Commercial,3500,Scarborough
1,18,Other,350,Scarborough
1,22,Outside,1600,Downtown
1,21,House,600,Midtown
1,12,House,700,Toronto
1,9,House,100,Toronto
1,9,Outside,679,Downtown
1,7,House,4000,Toronto
1,8,Outside,375,North York
1,10,Outside,0,Downtown
1,14,Outside,500,Toronto
1,21,Apartment,1000,Downtown
1,22,Outside,250,Downtown
1,22,Outside,400,Toronto
1,14,Transit,1243,North York
1,23,House,0,Downtown
1,14,Educational,1100,Downtown
1,11,Other,1500,Scarborough
1,9,Outside,379.989990234375,Downtown
1,12,Educational,300,Downtown
1,14,Outside,700,Midtown
1,2,House,500,Downtown
1,10,Outside,600,Downtown
1,23,Apartment,1200,Downtown
1,19,Outside,1200,Downtown
1,19,House,300,Toronto
1,0,Apartment,275,Downtown
1,19,Outside,999.989990234375,Downtown
1,9,Educational,700,Downtown
1,16,Commercial,1000,North York
1,11,Outside,1000,Downtown
1,7,House,1720,Toronto
1,3,House,1000,Downtown
1,18,Other,1500,Downtown
1,13,House,1500,Downtown
1,13,Apartment,700,North York
1,2,Outside,749,Downtown
1,0,Outside,1800,Downtown
1,12,Outside,629,Downtown
1,10,Outside,300,Toronto
1,21,House,174.990005493164,North York
1,19,House,3000,Downtown
1,23,Outside,400,Downtown
1,23,Apartment,450,North York
1,20,Educational,600,Downtown
1,23,Outside,400,Downtown
1,12,House,1000,Downtown
1,7,Transit,150,Toronto
1,8,Educational,1200,Downtown
1,20,House,315,Toronto
1,16,Commercial,500,Downtown
1,21,Outside,350,Downtown
1,10,Outside,1000,Downtown
1,22,Outside,400,Downtown
1,18,Transit,700,Scarborough
1,18,House,2800,Downtown
1,18,Apartment,800,Toronto
1,19,Apartment,685.400024414063,Downtown
1,22,Educational,500,Downtown
1,14,Outside,250,Downtown
1,8,Commercial,801.159973144531,North York
1,0,Outside,2400,Downtown
1,22,Apartment,600,Downtown
1,11,Educational,1000,Downtown
1,20,Outside,2041.97998046875,Downtown
1,17,Outside,3500,Downtown
1,22,House,359,Downtown
1,21,Outside,200,Downtown
1,21,Other,200,Downtown
1,18,Outside,430,Downtown
1,12,Outside,1149,North York
1,9,Other,600,Downtown
1,10,Other,2000,Toronto
1,20,Commercial,319,Midtown
1,20,Outside,600,Downtown
1,0,House,500,Downtown
1,11,Apartment,700,Downtown
1,2,Outside,200,North York
1,0,Commercial,1023,Toronto
1,22,House,600,Downtown
1,19,Other,600,North York
1,8,Other,600,Downtown
1,21,Commercial,800,Downtown
1,8,Outside,4000,North York
1,8,Other,650,Downtown
1,13,Outside,1000,Downtown
1,18,Outside,630,Downtown
1,13,Educational,679,Downtown
1,17,Educational,665,Downtown
1,22,Commercial,500,Downtown
1,14,Commercial,600,Midtown
1,14,Outside,240,Downtown
1,16,Other,150,Downtown
0,17,Commercial,4000,Downtown
1,19,Outside,200,Scarborough
0,10,Transit,800,Downtown
1,21,House,230,Scarborough
1,22,House,550,Midtown
1,3,House,2260,Toronto
1,3,House,1400,Toronto
1,16,Apartment,800,Toronto
1,20,Outside,700,Toronto
1,19,Apartment,350,North York
1,19,Apartment,350,North York
1,12,Outside,250,Downtown
1,12,Outside,300,Downtown
1,3,House,2000,Toronto
1,23,Other,600,Downtown
1,13,Commercial,300,Downtown
1,2,House,1200,Toronto
1,6,Transit,300,Scarborough
1,20,Commercial,600,Downtown
1,6,Transit,500,Scarborough
1,16,Commercial,750,Toronto
1,8,Transit,800,North York
1,10,Outside,350,Downtown
1,3,House,0,Scarborough
1,21,House,600,Toronto
1,19,Outside,600,Downtown
1,10,Other,500,North York
1,22,House,2400,Downtown
1,10,Other,500,North York
1,16,Transit,150,Scarborough
1,19,House,600,Scarborough
1,10,Apartment,600,Downtown
1,19,Outside,150,Downtown
1,19,House,100,Scarborough
1,10,Apartment,800,Downtown
1,1,Other,600,Downtown
1,18,Outside,700,Downtown
1,13,Outside,500,Downtown
1,1,Outside,700,Downtown
1,10,Outside,200,Downtown
1,22,House,3500,Downtown
1,10,Other,500,Downtown
1,19,Commercial,0,Downtown
1,15,Educational,500,Toronto
1,8,Transit,500,Midtown
1,20,Outside,1500,Downtown
1,9,Educational,150,Toronto
1,14,Apartment,600,Downtown
1,17,House,400,Toronto
1,14,Other,540,Downtown
1,12,House,200,Scarborough
1,15,Other,2000,Downtown
1,12,House,500,Scarborough
1,12,House,3600,Scarborough
1,12,House,1200,Scarborough
1,15,Outside,1000,Downtown
1,17,Educational,200,Downtown
1,9,House,800,Toronto
1,1,Other,1200,Downtown
1,0,House,1200,Downtown
1,8,Apartment,120,Downtown
1,22,Other,500,Toronto
1,22,Other,4000,Toronto
1,15,Transit,1400,Scarborough
1,9,Outside,1000,Downtown
1,22,Other,1000,Toronto
0,23,House,500,Toronto
1,19,Outside,300,Downtown
1,17,Educational,900,Downtown
1,16,Educational,500,Downtown
1,9,Other,400,Downtown
